id,neighbourhood_cleansed,room_type_simple,accommodates,bedrooms,price_clean,price_category,latitude,longitude,review_scores_rating,number_of_reviews,host_is_superhost
1134249616686035659,Pechincha,Quarto Privado,2,1.0,800.0,Médio,-22.92663689950931,-43.34804223418654,,0,t
909395799651298628,Leme,Casa/Apto Inteiro,2,1.0,117.0,Muito Baixo,-22.963403720307507,-43.17298181355,4.36,11,f
1363247622705367779,Copacabana,Casa/Apto Inteiro,8,3.0,628.0,Médio,-22.98338,-43.19193,5.0,1,f
1363967717968789950,Barra da Tijuca,Casa/Apto Inteiro,5,1.0,338.0,Médio-Baixo,-23.00944,-43.33553,4.88,8,f
905806714756457244,Barra da Tijuca,Casa/Apto Inteiro,6,3.0,2872.0,Alto,-22.9871894,-43.3560958,5.0,2,f
1414722476802324385,Santa Teresa,Quarto Privado,2,1.0,252.0,Baixo,-22.91954421845031,-43.18965774180297,,0,f
53957980,Flamengo,Casa/Apto Inteiro,4,1.0,209.0,Baixo,-22.932098,-43.17709,4.99,99,t
11589386,Humaitá,Casa/Apto Inteiro,4,2.0,,,-22.95748,-43.20049,4.81,21,t
782895997622988215,Laranjeiras,Casa/Apto Inteiro,4,2.0,125.0,Muito Baixo,-22.93196,-43.18018,4.72,36,t
765686851506170841,Campo Grande,Quarto Privado,3,1.0,216.0,Baixo,-22.91553077154502,-43.56179157672119,,0,f
822991390354489771,Barra da Tijuca,Casa/Apto Inteiro,8,5.0,7000.0,Muito Alto,-23.00659362712609,-43.418961177895525,,0,t
1132688261221173413,Botafogo,Quarto Privado,2,1.0,571.0,Médio,-22.95508300466896,-43.1796866496383,,0,f
1182719720135553706,Leme,Casa/Apto Inteiro,2,1.0,147.0,Baixo,-22.9637,-43.16863,4.48,54,f
833433003913499904,Leme,Casa/Apto Inteiro,6,1.0,264.0,Baixo,-22.9631576,-43.1710448,5.0,73,t
1343543762719314504,Copacabana,Casa/Apto Inteiro,3,1.0,205.0,Baixo,-22.9815116,-43.1953791,4.86,29,t
1273919799785905730,Jacarepaguá,Casa/Apto Inteiro,6,3.0,338.0,Médio-Baixo,-22.96642,-43.38319,4.63,8,t
10209582,Copacabana,Casa/Apto Inteiro,7,3.0,2474.0,Alto,-22.96834,-43.1888,,0,f
1359416364592106488,Santo Cristo,Casa/Apto Inteiro,4,1.0,250.0,Baixo,-22.904262711682748,-43.20757695227677,5.0,3,f
828825591646045821,Cosme Velho,Quarto Privado,2,1.0,,,-22.9378067,-43.1978102,5.0,5,f
1397303168310750097,Copacabana,Casa/Apto Inteiro,3,2.0,635.0,Médio,-22.9740085,-43.1940293,,0,f
589839117692879870,Botafogo,Casa/Apto Inteiro,3,1.0,457.0,Médio-Baixo,-22.94582,-43.18163,5.0,1,f
1152191453480054086,Leblon,Casa/Apto Inteiro,6,2.0,657.0,Médio,-22.98511,-43.22744,,0,f
817489333855938698,Barra da Tijuca,Casa/Apto Inteiro,6,2.0,812.0,Médio,-23.014355,-43.311755,4.92,53,t
1248152314235375538,Copacabana,Casa/Apto Inteiro,4,1.0,297.0,Baixo,-22.9647079,-43.1793415,5.0,31,t
852132970558978825,Barra da Tijuca,Quarto Privado,4,1.0,450.0,Médio-Baixo,-23.00722781967749,-43.35223209052887,5.0,20,t
1224617718994605985,Leme,Casa/Apto Inteiro,3,1.0,360.0,Médio-Baixo,-22.96106,-43.16999,,0,f
1407498290716870105,Recreio dos Bandeirantes,Casa/Apto Inteiro,4,1.0,262.0,Baixo,-23.03116221246852,-43.47666681957397,5.0,14,f
40370513,Jacarepaguá,Casa/Apto Inteiro,7,3.0,307.0,Baixo,-22.96927,-43.39495,4.87,116,t
1242020152105626830,Botafogo,Casa/Apto Inteiro,4,1.0,205.0,Baixo,-22.94477197869456,-43.182659558951855,5.0,23,t
10779873,Santa Teresa,Quarto Privado,2,1.0,210.0,Baixo,-22.91541,-43.18136,4.97,29,f
9239235,Ipanema,Casa/Apto Inteiro,4,1.0,553.0,Médio-Baixo,-22.98036,-43.20297,5.0,43,t
2942332,Leblon,Quarto Privado,2,1.0,233.0,Baixo,-22.98095,-43.22202,4.89,326,t
646993010877739452,Copacabana,Casa/Apto Inteiro,2,1.0,300.0,Baixo,-22.96551,-43.18015,,0,t
685364815450725774,Inhaúma,Quarto Privado,1,1.0,135.0,Muito Baixo,-22.8683759,-43.26916809999999,5.0,3,f
1433739737307047306,Barra da Tijuca,Casa/Apto Inteiro,2,2.0,438.0,Médio-Baixo,-23.0050212,-43.3253568,5.0,1,t
1073233050333550256,Leme,Casa/Apto Inteiro,2,1.0,441.0,Médio-Baixo,-22.9636294,-43.1722428,5.0,27,t
1364014923751861429,Jacarepaguá,Casa/Apto Inteiro,4,2.0,,,-22.9663924,-43.3958039,5.0,4,f
1045751232261140211,Glória,Casa/Apto Inteiro,2,1.0,509.0,Médio-Baixo,-22.9224522,-43.1733862,5.0,2,f
554053424113285882,Copacabana,Quarto Privado,3,1.0,186.0,Baixo,-22.98294258117676,-43.19032287597656,4.93,112,t
1314022019738409779,Flamengo,Casa/Apto Inteiro,2,1.0,192.0,Baixo,-22.927116843673623,-43.173727467656136,5.0,5,f
1377569724331877620,Recreio dos Bandeirantes,Quarto Privado,2,1.0,149.0,Baixo,-22.99981850895503,-43.435936868190765,,0,f
1327147620483672517,Campo Grande,Casa/Apto Inteiro,3,1.0,135.0,Muito Baixo,-22.86732,-43.56141,5.0,12,f
53557900,Copacabana,Casa/Apto Inteiro,9,2.0,398.0,Médio-Baixo,-22.97989,-43.19098,4.93,84,t
4824307,Ipanema,Casa/Apto Inteiro,6,2.0,520.0,Médio-Baixo,-22.98356,-43.19806,4.76,76,f
1376266235127929491,Guaratiba,Casa/Apto Inteiro,4,1.0,194.0,Baixo,-22.988989639543927,-43.633293607949966,,0,t
1277090858520804942,Barra da Tijuca,Casa/Apto Inteiro,6,2.0,458.0,Médio-Baixo,-23.0097644,-43.3577987,5.0,33,t
31495324,Glória,Casa/Apto Inteiro,3,1.0,425.0,Médio-Baixo,-22.92076,-43.17844,4.93,14,f
53648697,São Cristóvão,Quarto Privado,6,1.0,72.0,Muito Baixo,-22.90081,-43.22261,4.87,47,t
1034152319412070303,Jacarepaguá,Casa/Apto Inteiro,4,1.0,120.0,Muito Baixo,-22.96565,-43.41008,4.94,104,t
33036973,Copacabana,Casa/Apto Inteiro,3,1.0,168.0,Baixo,-22.96163,-43.17533,4.88,67,t
42902370,Jacarepaguá,Quarto Privado,1,1.0,96.0,Muito Baixo,-22.97179,-43.38092,4.99,167,t
40584481,Leblon,Casa/Apto Inteiro,5,2.0,566.0,Médio,-22.98295,-43.22058,4.91,78,t
16765282,Copacabana,Quarto Privado,2,1.0,180.0,Baixo,-22.97707,-43.19013,4.32,31,f
1337871871633188249,Botafogo,Casa/Apto Inteiro,4,1.0,1272.0,Médio-Alto,-22.95310178204233,-43.18273801356554,5.0,1,f
1037141538165933674,Flamengo,Quarto Privado,2,1.0,77.0,Muito Baixo,-22.926997650799088,-43.17498475313187,3.4,5,f
628704066633037536,Copacabana,Casa/Apto Inteiro,3,1.0,285.0,Baixo,-22.96783,-43.18061,4.92,72,f
1318261661506173028,Centro,Casa/Apto Inteiro,3,1.0,172.0,Baixo,-22.9095182,-43.1942089,5.0,5,f
1335655445280397423,Barra da Tijuca,Casa/Apto Inteiro,4,1.0,348.0,Médio-Baixo,-23.00105,-43.42054,5.0,4,t
1157524714709672464,Ipanema,Casa/Apto Inteiro,6,3.0,636.0,Médio,-22.9849,-43.19568,4.9,21,t
1021870872606582335,Copacabana,Casa/Apto Inteiro,4,1.0,368.0,Médio-Baixo,-22.97769424665447,-43.19068036973477,5.0,14,t
1308867878234130225,Copacabana,Casa/Apto Inteiro,6,2.0,35409.0,Muito Alto,-22.96742,-43.17948,3.25,4,f
821116683821500677,Copacabana,Quarto Privado,2,1.0,180.0,Baixo,-22.964572320659432,-43.18257179243644,5.0,1,f
1305863978930880090,Copacabana,Casa/Apto Inteiro,4,1.0,423.0,Médio-Baixo,-22.96402,-43.1756,5.0,1,t
14204163,Copacabana,Casa/Apto Inteiro,7,3.0,334.0,Médio-Baixo,-22.9843,-43.19229,4.87,15,t
16019128,Leme,Casa/Apto Inteiro,6,2.0,626.0,Médio,-22.96134,-43.16953,5.0,25,
991998988515101004,Barra da Tijuca,Casa/Apto Inteiro,4,1.0,246.0,Baixo,-23.00543,-43.32084,5.0,57,t
1287732265822534701,Ipanema,Casa/Apto Inteiro,2,2.0,1500.0,Médio-Alto,-22.98359526902653,-43.20737691957397,5.0,3,f
1349548665391743380,Copacabana,Casa/Apto Inteiro,2,,,,-22.970523854952035,-43.18817351013422,5.0,4,f
41053731,Flamengo,Casa/Apto Inteiro,3,1.0,462.0,Médio-Baixo,-22.92872,-43.17588,5.0,8,f
875870361892134784,Flamengo,Casa/Apto Inteiro,2,1.0,168.0,Baixo,-22.9394047,-43.1769676,4.81,21,t
970910458103793700,Copacabana,Quarto Privado,1,1.0,85.0,Muito Baixo,-22.9657273,-43.1822501,4.33,3,f
1346359885630039943,Ipanema,Casa/Apto Inteiro,4,1.0,,,-22.984654442887397,-43.19407262358559,5.0,1,f
49341254,Centro,Casa/Apto Inteiro,3,1.0,,,-22.91195,-43.18355,5.0,3,f
831521262836480512,Copacabana,Casa/Apto Inteiro,4,1.0,600.0,Médio,-22.97432,-43.19176,5.0,1,t
1420456915301373261,Copacabana,Casa/Apto Inteiro,4,1.0,185.0,Baixo,-22.9702652,-43.1845414,5.0,4,f
828080746340290316,Barra da Tijuca,Casa/Apto Inteiro,4,1.0,302.0,Baixo,-23.0112981,-43.3223991,4.79,70,t
9595491,Barra da Tijuca,Casa/Apto Inteiro,4,1.0,261.0,Baixo,-23.00975,-43.3607,4.89,198,t
1052351046583643643,Vidigal,Quarto Privado,4,1.0,106.0,Muito Baixo,-22.99468580091283,-43.24434843006463,4.92,12,t
9861834,Copacabana,Quarto Privado,2,1.0,89.0,Muito Baixo,-22.9719,-43.18613,4.81,443,t
35352863,Barra da Tijuca,Casa/Apto Inteiro,8,2.0,533.0,Médio-Baixo,-23.00461,-43.34835,4.78,50,t
873665231935416282,Camorim,Casa/Apto Inteiro,5,2.0,500.0,Médio-Baixo,-22.98176,-43.42204,5.0,3,t
1367561515825531805,Copacabana,Casa/Apto Inteiro,7,4.0,537.0,Médio-Baixo,-22.9731828,-43.1925587,5.0,3,f
1005130257461202555,Centro,Quarto Privado,5,1.0,127.0,Muito Baixo,-22.89655657200205,-43.18106862573133,4.47,19,f
557344,Copacabana,Casa/Apto Inteiro,7,3.0,709.0,Médio,-22.97746,-43.1902,5.0,1,f
18159534,Camorim,Quarto Privado,1,1.0,180.0,Baixo,-22.97991,-43.41484,5.0,45,f
1034013452752147958,Paquetá,Casa/Apto Inteiro,8,2.0,187.0,Baixo,-22.754335700169843,-43.10726996221879,5.0,1,f
1421728218662490828,Copacabana,Casa/Apto Inteiro,4,1.0,292.0,Baixo,-22.97193,-43.18865,,0,f
1009373216102657857,Flamengo,Casa/Apto Inteiro,3,1.0,241.0,Baixo,-22.9359368,-43.1774176,4.98,81,t
701145040302850586,Santa Cruz,Casa/Apto Inteiro,4,1.0,3500.0,Alto,-22.931865,-43.7012179,,0,f
40888875,Ipanema,Casa/Apto Inteiro,4,1.0,419.0,Médio-Baixo,-22.98453,-43.19663,4.73,37,f
1424149464829775123,Santo Cristo,Casa/Apto Inteiro,4,1.0,157.0,Baixo,-22.9011,-43.20522,5.0,2,f
1335586767454827362,Riachuelo,Casa/Apto Inteiro,4,1.0,206.0,Baixo,-22.90394,-43.25429,4.86,7,f
1139968655383346627,Leblon,Casa/Apto Inteiro,4,2.0,1035.0,Médio,-22.982817281393636,-43.229480543661175,5.0,2,t
1305180906384443339,Copacabana,Casa/Apto Inteiro,4,1.0,222.0,Baixo,-22.976865985113044,-43.19026997935565,5.0,16,t
12338969,Camorim,Casa/Apto Inteiro,6,2.0,808.0,Médio,-22.98082,-43.41643,,0,f
1363873633940612419,Jardim Guanabara,Quarto Privado,2,1.0,158.0,Baixo,-22.8122557,-43.20718249999999,5.0,9,f
1262205801313247718,Botafogo,Casa/Apto Inteiro,2,1.0,340.0,Médio-Baixo,-22.940917554102587,-43.17735572856286,,0,f
1445820321442452095,Leblon,Casa/Apto Inteiro,5,1.0,720.0,Médio,-22.9841274,-43.21787500000001,5.0,2,t
887890717343912349,Botafogo,Casa/Apto Inteiro,4,1.0,174.0,Baixo,-22.953402394915383,-43.18494904505382,4.83,96,t
1350565696239899866,Santa Teresa,Quarto Compartilhado,1,4.0,200.0,Baixo,-22.91689,-43.19013,2.0,1,f
1288345790650753196,Copacabana,Quarto Privado,4,1.0,,,-22.9765426,-43.1900775,5.0,6,f
1318677901260784100,Centro,Casa/Apto Inteiro,3,1.0,170.0,Baixo,-22.91202698539852,-43.18667147308588,5.0,9,t
52201675,Botafogo,Quarto Privado,2,1.0,91.0,Muito Baixo,-22.95314,-43.18211,5.0,4,f
1301412915908970095,Botafogo,Casa/Apto Inteiro,2,1.0,720.0,Médio,-22.95146487666466,-43.17680295556784,5.0,1,f
1258825486516407956,Barra de Guaratiba,Casa/Apto Inteiro,5,2.0,388.0,Médio-Baixo,-23.065421196411,-43.56683369725942,,0,f
3392166,Copacabana,Quarto Privado,3,1.0,273.0,Baixo,-22.9681,-43.18165,5.0,28,f
1359567591636420083,Copacabana,Casa/Apto Inteiro,7,3.0,436.0,Médio-Baixo,-22.980965384105065,-43.19037029204787,5.0,10,t
33611054,Jacarepaguá,Casa/Apto Inteiro,5,2.0,390.0,Médio-Baixo,-22.96939,-43.3982,4.39,23,f
44279610,Copacabana,Casa/Apto Inteiro,4,1.0,251.0,Baixo,-22.96403,-43.17735,4.73,11,
1367361642219194052,Jardim Botânico,Casa/Apto Inteiro,4,1.0,2250.0,Alto,-22.96196,-43.2166,,0,f
10516803,Recreio dos Bandeirantes,Casa/Apto Inteiro,12,6.0,1002.0,Médio,-23.03161,-43.4828,4.44,104,f
868188895039117870,Copacabana,Quarto Privado,4,1.0,223.0,Baixo,-22.965261172585187,-43.175346472175725,4.2,5,f
1240025667705023579,Barra da Tijuca,Casa/Apto Inteiro,4,2.0,1080.0,Médio,-23.0088,-43.3546,5.0,6,t
37087527,Jacarepaguá,Quarto de Hotel,2,0.0,217.0,Baixo,-22.97388,-43.41367,4.76,70,f
1236475966319553530,Jacarepaguá,Casa/Apto Inteiro,4,2.0,592.0,Médio,-22.97119,-43.38488,5.0,3,f
1072030959977122504,Flamengo,Casa/Apto Inteiro,4,1.0,220.0,Baixo,-22.92530546187345,-43.17277695983648,4.95,40,t
441119,Ipanema,Casa/Apto Inteiro,2,1.0,385.0,Médio-Baixo,-22.98463,-43.19917,4.71,39,f
1291972830147775806,Andaraí,Quarto Privado,2,1.0,257.0,Baixo,-22.9279112,-43.24517669999999,,0,f
1131983327278237023,Leblon,Casa/Apto Inteiro,4,2.0,,,-22.98139,-43.22364,4.97,34,t
919694077291090301,Laranjeiras,Quarto Privado,2,1.0,243.0,Baixo,-22.9315633,-43.1794048,5.0,9,f
1218831500395749782,Camorim,Casa/Apto Inteiro,4,1.0,156.0,Baixo,-22.98139817172595,-43.42375346490999,4.98,44,
42160690,Copacabana,Casa/Apto Inteiro,4,1.0,600.0,Médio,-22.97903,-43.18905,4.87,98,t
1339341431597007702,Centro,Casa/Apto Inteiro,2,1.0,94.0,Muito Baixo,-22.9137956,-43.1839816,4.86,7,f
1441883735274268610,Itanhangá,Quarto Privado,2,1.0,127.0,Muito Baixo,-22.997470674846312,-43.31395046801406,,0,f
694335561335435960,Barra da Tijuca,Quarto Privado,2,1.0,250.0,Baixo,-22.97347,-43.3877,4.43,7,f
20599393,Copacabana,Casa/Apto Inteiro,3,1.0,228.0,Baixo,-22.96784,-43.18624,4.87,77,t
1367566287161800762,Copacabana,Casa/Apto Inteiro,7,4.0,519.0,Médio-Baixo,-22.9733196,-43.1882274,4.0,2,f
10764816,Botafogo,Quarto Privado,1,1.0,180.0,Baixo,-22.95185,-43.17552,4.62,13,f
1055694717126306480,Copacabana,Casa/Apto Inteiro,4,2.0,349.0,Médio-Baixo,-22.97219,-43.19038,4.5,20,f
1306095648997948145,Centro,Casa/Apto Inteiro,2,1.0,206.0,Baixo,-22.89907285598909,-43.17794725214192,4.45,11,f
1216183471290048760,Botafogo,Casa/Apto Inteiro,2,1.0,313.0,Médio-Baixo,-22.95253,-43.17662,4.33,12,f
1275552904750443227,Botafogo,Quarto Privado,3,1.0,270.0,Baixo,-22.9533,-43.1922,,0,f
613061072268895141,Alto da Boa Vista,Casa/Apto Inteiro,1,,,,-22.96687,-43.28289,,0,f
1435630418084542594,Copacabana,Casa/Apto Inteiro,2,1.0,160.0,Baixo,-22.9696849,-43.1855841,5.0,6,f
1404321533261506054,Copacabana,Quarto Privado,2,1.0,200.0,Baixo,-22.96983,-43.19009,,0,f
1180457783837758481,Camorim,Casa/Apto Inteiro,4,1.0,268.0,Baixo,-22.9804488,-43.4226697,4.94,35,t
1076793684983058064,Centro,Casa/Apto Inteiro,5,2.0,,,-22.90749932567141,-43.18030744652364,,0,f
1097585,Gávea,Casa/Apto Inteiro,2,1.0,600.0,Médio,-22.97513,-43.23038,5.0,21,f
1017703,Copacabana,Casa/Apto Inteiro,6,3.0,409.0,Médio-Baixo,-22.96687,-43.18474,4.76,207,t
600054426025080280,Copacabana,Casa/Apto Inteiro,4,0.0,303.0,Baixo,-22.964546,-43.175522,4.92,127,t
964005386621770840,Recreio dos Bandeirantes,Casa/Apto Inteiro,2,1.0,379.0,Médio-Baixo,-23.0309958,-43.4731697,4.86,36,t
1400058877775611397,Santa Teresa,Casa/Apto Inteiro,6,2.0,,,-22.9225701,-43.1818743,,0,f
610120451550525682,Santa Teresa,Quarto Privado,2,1.0,552.0,Médio-Baixo,-22.92378,-43.19027,,0,f
14203154,Ipanema,Casa/Apto Inteiro,5,3.0,1200.0,Médio-Alto,-22.98541,-43.19973,,0,f
1158869652802013650,Taquara,Quarto Privado,1,1.0,60.0,Muito Baixo,-22.92580724535594,-43.38534092567378,5.0,2,f
706527098933190266,Copacabana,Quarto Privado,2,1.0,150.0,Baixo,-22.982676934602804,-43.194702538623055,5.0,11,t
1024577701134768146,Ipanema,Quarto Privado,1,1.0,102.0,Muito Baixo,-22.9842805,-43.20894879999999,5.0,16,f
1440627462851567563,Vila Isabel,Quarto Privado,2,1.0,100.0,Muito Baixo,-22.9127,-43.24122,5.0,3,f
610145009646990118,Santa Teresa,Quarto Privado,5,1.0,958.0,Médio,-22.92398,-43.18986,4.67,3,f
38780989,Copacabana,Casa/Apto Inteiro,8,4.0,,,-22.97531,-43.1905,4.18,17,f
1332095596461590867,Recreio dos Bandeirantes,Casa/Apto Inteiro,7,4.0,1027.0,Médio,-23.0112066,-43.4731445,5.0,1,f
2948249,Leblon,Quarto Privado,2,1.0,362.0,Médio-Baixo,-22.98546,-43.22678,4.85,13,f
1140688392374021921,Copacabana,Casa/Apto Inteiro,4,1.0,184.0,Baixo,-22.964262000194765,-43.19310848006443,,0,f
14093339,Barra da Tijuca,Casa/Apto Inteiro,3,2.0,372.0,Médio-Baixo,-23.0052,-43.29554,5.0,75,f
1116767769136367032,São Conrado,Quarto Privado,4,1.0,,,-22.998036201979257,-43.256820961833,,0,f
1318118625354313535,Leblon,Casa/Apto Inteiro,3,2.0,1250.0,Médio-Alto,-22.98328004727043,-43.22607678829997,,0,f
2101616,Ipanema,Casa/Apto Inteiro,4,1.0,712.0,Médio,-22.98576,-43.19803,4.79,402,f
1287971895241553326,Barra da Tijuca,Casa/Apto Inteiro,8,3.0,2000.0,Alto,-23.00899,-43.34164,,0,f
46048026,Barra da Tijuca,Casa/Apto Inteiro,6,2.0,858.0,Médio,-23.00918,-43.37059,5.0,48,t
1148764223468628806,Barra da Tijuca,Casa/Apto Inteiro,5,1.0,446.0,Médio-Baixo,-23.010703604562437,-43.36301430631836,4.93,57,
1377024385052591378,Copacabana,Casa/Apto Inteiro,4,1.0,316.0,Médio-Baixo,-22.969273726743086,-43.18167948363276,5.0,8,f
1773593,Copacabana,Casa/Apto Inteiro,8,4.0,1225.0,Médio-Alto,-22.96448,-43.17699,4.73,51,f
12886299,Copacabana,Casa/Apto Inteiro,6,2.0,332.0,Médio-Baixo,-22.96648,-43.17646,4.82,50,t
46790887,Camorim,Casa/Apto Inteiro,2,1.0,230.0,Baixo,-22.975454330444336,-43.41471481323242,4.89,455,t
42088104,São Conrado,Quarto Privado,2,1.0,450.0,Médio-Baixo,-22.99852,-43.25179,5.0,1,f
1088464043125159504,Leblon,Casa/Apto Inteiro,4,1.0,140.0,Muito Baixo,-22.9792077,-43.2237417,,0,f
1422324874352602925,Copacabana,Casa/Apto Inteiro,6,3.0,751.0,Médio,-22.9676585,-43.1830766,5.0,2,f
700073449798611868,Copacabana,Casa/Apto Inteiro,2,1.0,152.0,Baixo,-22.97836,-43.19117,4.39,31,f
22355526,Barra da Tijuca,Casa/Apto Inteiro,4,2.0,450.0,Médio-Baixo,-22.97683,-43.38837,,0,f
10381283,Barra da Tijuca,Quarto Privado,3,1.0,,,-23.00347,-43.31033,4.65,34,t
1211771582489437123,Jacarepaguá,Casa/Apto Inteiro,8,3.0,600.0,Médio,-22.964815643419325,-43.4063854056844,5.0,4,f
1317251102904966217,Centro,Casa/Apto Inteiro,2,1.0,135.0,Muito Baixo,-22.9075699,-43.1763382,4.0,2,f
1156417496665774103,Jacarepaguá,Casa/Apto Inteiro,4,1.0,285.0,Baixo,-22.9734005,-43.4140266,4.0,1,
1200001571699514734,Copacabana,Casa/Apto Inteiro,8,4.0,1500.0,Médio-Alto,-22.9679904,-43.1811863,5.0,4,f
1195016594744271254,Centro,Casa/Apto Inteiro,3,1.0,162.0,Baixo,-22.9065851,-43.1817041,4.9,29,t
1248775401092074738,Guaratiba,Casa/Apto Inteiro,7,3.0,425.0,Médio-Baixo,-23.0095697,-43.5430311,4.89,9,t
28306896,Ipanema,Casa/Apto Inteiro,3,1.0,300.0,Baixo,-22.98242,-43.1997,4.67,12,f
756504560378744998,Vila Isabel,Casa/Apto Inteiro,6,2.0,142.0,Baixo,-22.9183,-43.26141,4.83,90,t
1230686062152928651,Barra da Tijuca,Casa/Apto Inteiro,10,4.0,2000.0,Alto,-23.007280942075443,-43.43300848512268,5.0,14,
13494453,Santa Teresa,Casa/Apto Inteiro,6,2.0,,,-22.91508,-43.18411,4.67,3,f
793447329457682121,Copacabana,Casa/Apto Inteiro,2,1.0,261.0,Baixo,-22.9640091,-43.1772697,4.92,65,t
1315904398031679271,Jacarepaguá,Casa/Apto Inteiro,6,2.0,177.0,Baixo,-22.96874234863387,-43.39699608474679,4.89,9,f
1351269334804236401,Paciência,Quarto Privado,2,1.0,81.0,Muito Baixo,-22.914126948870337,-43.64989518835151,4.75,4,f
1411635790847451366,Camorim,Casa/Apto Inteiro,4,1.0,320.0,Médio-Baixo,-22.9835777,-43.4154692,,0,f
37725272,Coelho Neto,Quarto Privado,2,1.0,63.0,Muito Baixo,-22.83122,-43.35283,5.0,2,f
769132696862507437,Tijuca,Quarto Privado,1,1.0,225.0,Baixo,-22.92143,-43.22057,5.0,5,t
970149637715055459,Barra da Tijuca,Quarto Privado,4,1.0,272.0,Baixo,-23.013035744902872,-43.3881680018767,,0,f
1245025758978816624,Copacabana,Quarto Privado,3,1.0,495.0,Médio-Baixo,-22.971949630199124,-43.183976740751376,,0,f
22650513,Copacabana,Casa/Apto Inteiro,6,2.0,495.0,Médio-Baixo,-22.98652,-43.19051,4.86,131,t
1402900523702572636,Botafogo,Quarto Privado,1,1.0,99.0,Muito Baixo,-22.95168536259679,-43.18520355026244,,0,f
17592145,Santa Teresa,Quarto Privado,2,1.0,9999.0,Muito Alto,-22.91324,-43.19281,4.33,3,f
707481143849357860,Barra da Tijuca,Casa/Apto Inteiro,4,1.0,770.0,Médio,-23.014200435783,-43.29881229688949,5.0,15,t
1170466584262258476,Leblon,Casa/Apto Inteiro,3,2.0,529.0,Médio-Baixo,-22.98105807338909,-43.22157611655827,4.98,49,t
1405323723472326969,Centro,Casa/Apto Inteiro,3,1.0,438.0,Médio-Baixo,-22.9127282122177,-43.18558192858885,,0,f
1205036546573539820,Glória,Quarto Privado,3,1.0,114.0,Muito Baixo,-22.92193,-43.17456,4.95,39,t
6902087,Botafogo,Casa/Apto Inteiro,6,3.0,961.0,Médio,-22.94749,-43.18124,4.77,195,
1364182715368808748,Centro,Casa/Apto Inteiro,5,1.0,251.0,Baixo,-22.89965,-43.17908,5.0,5,
751453551353978701,Jacarepaguá,Quarto Privado,2,1.0,220.0,Baixo,-22.97276,-43.41017,4.79,19,f
1322456309090882140,Santo Cristo,Casa/Apto Inteiro,3,0.0,243.0,Baixo,-22.90249,-43.20729,5.0,1,f
752294103670035414,Barra da Tijuca,Casa/Apto Inteiro,2,1.0,200.0,Baixo,-23.00956018036788,-43.42769980430602,4.94,18,f
1246478557690374524,Copacabana,Casa/Apto Inteiro,4,2.0,342.0,Médio-Baixo,-22.9738768,-43.19285379999999,5.0,6,f
1350876098390353686,Ipanema,Casa/Apto Inteiro,2,1.0,186.0,Baixo,-22.984081412978927,-43.19416547224096,4.5,6,f
22615101,Jacarepaguá,Casa/Apto Inteiro,4,2.0,,,-22.9748,-43.37415,,0,f
51836115,Ipanema,Casa/Apto Inteiro,4,2.0,600.0,Médio,-22.98255,-43.2,4.78,18,t
40777596,Copacabana,Casa/Apto Inteiro,4,2.0,392.0,Médio-Baixo,-22.972607,-43.189175,4.96,26,t
1259559542328484086,Ipanema,Casa/Apto Inteiro,6,2.0,610.0,Médio,-22.9845062,-43.2033624,4.7,10,t
1019478417657482913,Ipanema,Casa/Apto Inteiro,2,1.0,251.0,Baixo,-22.9841353,-43.1967331,4.94,104,t
1004525767817722568,Tijuca,Quarto Privado,3,1.0,80.0,Muito Baixo,-22.92962264886694,-43.24492536485195,4.76,51,f
1136994268990883470,Copacabana,Casa/Apto Inteiro,5,2.0,384.0,Médio-Baixo,-22.9657851,-43.1792744,5.0,21,t
1303840268247537039,Copacabana,Quarto Privado,2,1.0,248.0,Baixo,-22.97966298762068,-43.19009149843828,5.0,23,f
946583495581780957,Vargem Pequena,Casa/Apto Inteiro,4,2.0,530.0,Médio-Baixo,-22.98816,-43.43919,,0,f
1299044156305740822,Praça da Bandeira,Quarto Privado,4,1.0,260.0,Baixo,-22.911857548822,-43.21290989160866,3.0,1,f
10151051,Pechincha,Quarto Privado,3,1.0,825.0,Médio,-22.92361,-43.35279,,0,f
1239479380607559486,Joá,Casa/Apto Inteiro,6,5.0,9630.0,Muito Alto,-23.015770317972624,-43.295694552361965,,0,f
679703729774397998,Botafogo,Quarto Privado,2,1.0,283.0,Baixo,-22.95055,-43.18308,4.55,73,f
680297341389479830,Botafogo,Quarto Privado,2,1.0,,,-22.954546,-43.1940298,,0,f
37907859,Ipanema,Casa/Apto Inteiro,8,1.0,519.0,Médio-Baixo,-22.9838,-43.21519,4.79,14,f
1408029029556230883,Copacabana,Casa/Apto Inteiro,2,1.0,1000.0,Médio,-22.9607306,-43.1753908,,0,f
51129856,Ipanema,Casa/Apto Inteiro,5,2.0,408.0,Médio-Baixo,-22.98239,-43.20094,4.96,117,t
802952211269657980,Leblon,Casa/Apto Inteiro,3,1.0,322.0,Médio-Baixo,-22.9840653,-43.21902499999999,4.81,70,t
51467402,Copacabana,Casa/Apto Inteiro,4,2.0,280.0,Baixo,-22.97134,-43.18551,4.9,41,t
23906044,Vasco da Gama,Quarto Privado,3,1.0,81.0,Muito Baixo,-22.89548,-43.22561,4.64,42,f
895866946218667410,Barra da Tijuca,Casa/Apto Inteiro,5,2.0,,,-23.01576808812464,-43.30881223230746,5.0,1,f
